name,release_date,price_myr,tags,genres,peak_ccu,user_reviews_total,popularity,reviews
The Book of Unwritten Tales,2012-07-31,RM89.96,"'Adventure', 'Point & Click', 'Comedy', 'Singleplayer', 'Fantasy', 'Puzzle', 'Classic', 'Retro', 'Great Soundtrack', 'Story Rich', 'Funny', 'Cult Classic', 's"": 14,', ': 6,', ': 5,'",'Adventure',6,1457,Highly Popular,Many Reviews
Spark the Electric Jester 3,2022-08-14,RM112.46,"'D Platformer 3', 'D 3', 'Action', 'Platformer', 'Hack and Slash', 'Third Person', 'Exploration', 'Singleplayer', 'em up"": 131,', ': 123,', ': 106,', ': 105,', ': 94,', ': 78,', ': 61, ""1990', 'Indie', 'Futuristic', 'Retro', 'Fast-Paced'", 'Indie' 'Action',11,1457,Highly Popular,Many Reviews
pla_toon,2018-08-13,Free,"'Free to Play', 'Action', 'Indie', 'Multiplayer', 'Violent', 'Early Access', 'Shooter', 'FPS', 'Funny', 'Psychological Horror', 'Physics', 'Memes'", 'Early Access'  'Free to Play'  'Indie' 'Action',4,1457,Highly Popular,Many Reviews
Corruption of Champions II,2020-08-14,RM44.96,, 'Casual'  'Early Access'  'Indie'  'RPG' 'Adventure',136,1457,Highly Popular,Many Reviews
Ship Graveyard Simulator 2,2023-08-16,RM89.96,"'Simulation', 'Destruction', 'Exploration', 'Management', 'Realistic', 'Building', 'Indie', 'First-Person', 'Relaxing', 'Casual', 'Sandbox', 'Action', 'Inventory Management', 'Atmospheric', 'Family Friendly', 'Adventure', 'Crafting', 'Education', 'Action-Adventure', 'Naval'", 'Adventure'  'Casual'  'Indie'  'Simulation' 'Action',310,1456,Highly Popular,Many Reviews
Dungeon 100,2023-08-10,RM53.96,"'Strategy RPG', 'Auto Battler', 'Rogue-like', 'Deckbuilding', 'Perma Death', 'RPG', 'Strategy', 'Dark Fantasy', 'Underground', 'Card Game', 'Turn-Based Strategy', 'D 3', 'Top-Down', 'Gore', 'Violent', 'Indie', 'Singleplayer', 'Dark', 'Fantasy'", 'RPG'  'Strategy' 'Indie',16,1456,Highly Popular,Many Reviews
love wish 2,2020-06-19,RM8.96,"'Casual', 'RPG', 'Sexual Content', 'Nudity', 'Mature', 'Hentai', 'Anime', 'Puzzle', 'Free to Play'", 'RPG' 'Casual',1,1456,Highly Popular,Many Reviews
Valakas Story,2019-12-03,RM2.20,"'Action', 'Adventure', 'Casual', 'Violent', 'Atmospheric', 'Comedy', 'Horror', 'Gore', 'Difficult', 'Memes', 'Story Rich', 'Indie', 'Souls-like', 'Sexual Content'", 'Adventure'  'Casual' 'Action',0,1456,Low Popularity,Many Reviews
Solar 2,2011-06-17,RM44.96,"'Space', 'Indie', 'Casual', 'Sandbox', 'Relaxing', 'Simulation', 'Singleplayer', 'D 2', 'Open World', 'Physics', 'Top-Down', 'Comedy', 'Short', 'God Game', 'Atmospheric', 'Sci-fi', 'Space Sim', 'Abstract', 'Controller', 'Procedural Generation'", 'Adventure'  'Casual'  'Indie'  'Simulation' 'Action',2,1455,Highly Popular,Many Reviews
Mr. Hopp's Playhouse,2019-11-15,Free,"'Horror', 'Free to Play', 'Indie', 'Singleplayer', 'Pixel Graphics', 'Survival Horror', 'Strategy', 'D 2', 'Female Protagonist', 'Multiplayer', 'Psychological Horror'", 'Indie'  'Strategy' 'Free to Play',11,1455,Highly Popular,Many Reviews
Immortals of Aveum,2023-08-21,RM269.96,"'Action', 'Adventure', 'Fantasy', 'Action-Adventure', 'Singleplayer', 'Magic', 'FPS', 'Fast-Paced', 'Sci-fi', 'PvE', 'Shooter', 'Open World', 'Dragons', 'Atmospheric', 'Story Rich', 'First-Person', 'RPG'", 'Adventure' 'Action',38,1455,Highly Popular,Many Reviews
Bleed,2013-07-03,RM22.46,"'Action', 'Indie', 'Platformer', 'Female Protagonist', 'Fast-Paced', 'D 2', 'Shooter', 'Pixel Graphics', 'Difficult', 'Local Co-Op', 'Singleplayer', 'Bullet Time', 'Arcade', 'Side Scroller', 'Em Up"": 24,', ': 22,', ': 20,', ': 18,', ': 17,'", 'Indie' 'Action',1,1454,Highly Popular,Many Reviews
United heist,2023-02-12,Free,, 'Free to Play'  'Indie' 'Adventure',0,1454,Low Popularity,Many Reviews
Wylde Flowers,2022-09-20,RM112.46,"'Cozy', 'Simulation', 'Farming Sim', 'Narrative', 'Life Sim', 'LGBTQ+', 'Female Protagonist', 'Magic', 'Story Rich', 'Singleplayer', 'Dating Sim', 'Cute', 'Relaxing', 'D 3', 'Adventure', 'Romance', 'Crafting', 'Emotional', 'Supernatural', 'Fantasy'", 'Simulation' 'Adventure',177,1453,Highly Popular,Many Reviews
Blind Trust,2016-05-27,Free,"'Free to Play', 'Adventure', 'Multiplayer', 'Co-op', 'Indie', 'Survival', 'Open World', 'Local Co-Op', 'Puzzle', 'First-Person', 'Horror', 'Singleplayer'", 'Free to Play'  'Indie' 'Adventure',0,1453,Low Popularity,Many Reviews
Midnight Fight Express,2022-08-23,RM89.96,"'Action', 'em up"": 88,', ': 78,', ': 62,', ': 58,', ': 53,', ': 51,', ': 47,', ': 45,', ': 39,', ': 36,', ': 31,'", 'Indie' 'Action',21,1453,Highly Popular,Many Reviews
The Genesis Project,2022-04-13,Free,, 'Early Access'  'Free to Play'  'RPG'  'Simulation' 'Adventure',0,1452,Low Popularity,Many Reviews
CUCKOLD SIMULATOR: Life as a Beta Male Cuck,2021-05-01,RM14.22,"'Early Access', 'Indie', 'Memes', 'Satire', 'Casual', 'Dark Comedy', 'Life Sim', 'Dark Humor', 'Funny', 'Comedy', 'Political', 'Politics', 'Parody', 'Simulation', 'Singleplayer', 'Conspiracy', 'Multiple Endings', 'Souls-like', 'Exploration', 'Visual Novel'", 'Adventure'  'Casual'  'Early Access'  'Indie'  'Simulation' 'Action',6,1452,Highly Popular,Many Reviews
Spirit Hunters: Infinite Horde,2023-06-20,RM35.96,"'Action Roguelike', 'Rogue-lite', 'Action', 'Action RPG', 'Dark Fantasy', 'Bullet Hell', 'Fantasy', 'Magic', 'Casual', 'D 2', 'Singleplayer', 'Combat', 'Rogue-like', 'Indie', 'RPG', 'Arcade'",'Action',16,1452,Highly Popular,Many Reviews
Rune Factory 4 Special,2021-12-07,RM134.95,"'RPG', 'Farming Sim', 'Adventure', 'Romance', 'Fantasy', 'Anime', 'Creature Collector', 'Magic', 'D 3', 'Combat', 'Fishing', 'Party-Based RPG', 'Crafting', 'Cute', 'Story Rich', 'Singleplayer', 'Farming', 'Dating Sim', 'Isometric', 'JRPG'",'RPG',52,1451,Highly Popular,Many Reviews
Gomo,2013-12-06,RM22.46,"'Adventure', 'Indie', 'Point & Click', 'Puzzle', 'Short', 'Casual', 'Singleplayer', 'D 2', 'Funny', 'Hand-drawn', 'Great Soundtrack', 'Family Friendly'", 'Indie' 'Adventure',2,1451,Highly Popular,Many Reviews
Hakuoki: Kyoto Winds,2017-08-24,RM44.96,"'Visual Novel', 'Otome', 'Female Protagonist', 'Adventure', 'Anime', 'Historical', 'Romance', 'Story Rich', 'Dating Sim', 'Cute', 'Violent', 'Singleplayer', 'Multiple Endings'",'Adventure',34,1451,Highly Popular,Many Reviews
罪業狂襲FrenzyRetribution,2019-11-08,Free,"'Free to Play', 'Action', 'RPG', 'Indie', 'Gore', 'Violent', 'Hack and Slash', 'Anime', 'Female Protagonist', 'Difficult', 'Sexual Content', 'Souls-like', 'Multiplayer', 'Singleplayer', 'Nudity'", 'Free to Play'  'Indie'  'RPG' 'Action',1,1450,Highly Popular,Many Reviews
Coloring Game 3,2020-04-17,Free,"'Free to Play', 'Casual', 'Indie', 'Pixel Graphics', 'Design & Illustration', 'Singleplayer', 'Relaxing', 'Colorful', 'Great Soundtrack', 'Puzzle', 'Point & Click', 'D 2'", 'Free to Play'  'Indie' 'Casual',24,1450,Highly Popular,Many Reviews
Made in Abyss: Binary Star Falling into Darkness,2022-09-02,RM269.96,"'Action', 'Adventure', 'Anime', 'Action-Adventure', 'Action RPG', 'Exploration', 'Dungeon Crawler', 'D Platformer 3', 'D 3', 'Colorful', 'Dark Fantasy', 'Third Person', 'Atmospheric', 'Crafting', 'Fantasy', 'Survival', 'Management', 'Character Customization', 'Combat', 'Female Protagonist'",'Action',26,1449,Highly Popular,Many Reviews
Disney•Pixar Cars,2015-02-24,RM89.96,"'Racing', 'Story Rich', 'Family Friendly', 'Great Soundtrack', 'Open World', 'Adventure', 'Action', 'Singleplayer', 'Difficult', 'Survival', 'Atmospheric', 'First-Person', 'Multiplayer', 'Crime', 'Cute', 'Funny', 'Realistic', 'Strategy', 'Indie', 'RPG'", 'Racing' 'Adventure',16,1449,Highly Popular,Many Reviews
The Leviathan's Fantasy,2023-06-25,RM49.46,"'Adventure', 'Simulation', 'Strategy', 'God Game', 'RTS', 'City Builder', 'Colony Sim', 'Strategy RPG', 'D Platformer 3', 'Creature Collector', 'D 3', 'Resource Management', 'Cartoony', 'Medieval', 'Trading', 'Zombies', 'Crafting', 'Singleplayer', 'Atmospheric', 'Real Time Tactics'",,47,1448,Highly Popular,Many Reviews
In Verbis Virtus,2015-04-03,RM89.96,"'Adventure', 'Magic', 'Voice Control', 'Action', 'Puzzle', 'First-Person', 'Indie', 'Fantasy', 'Atmospheric', 'RPG', 'Singleplayer', 'Nudity', 'Horror', 'FPS'", 'Adventure'  'Indie'  'RPG' 'Action',0,1446,Low Popularity,Many Reviews
坏小孩,2021-07-14,RM13.46,"'Puzzle-Platformer', 'Clicker', 'Adventure', 'Pixel Graphics', 'Story Rich', 'Puzzle', 'Dark Humor', 'Conversation', 'Crime', 's"": 26,', ': 25,', ': 22,'", 'Indie' 'Adventure',1,1446,Highly Popular,Many Reviews
Luna's Fishing Garden,2021-06-16,RM35.96,"'D Platformer 2', 'Collectathon', 'Idler', 'Fishing', 'Sandbox', 'Farming Sim', 'Female Protagonist', 'Cute', 'D 2', 'Relaxing', 'Casual', 'Pixel Graphics', 'Colorful', 'Family Friendly', 'Building', 'Nature', 'Adventure', 'Singleplayer', 'Cozy', 'Wholesome'", 'Casual'  'Indie' 'Adventure',2,1445,Highly Popular,Many Reviews
Escape Dungeon 2,2022-01-13,RM80.96,, 'RPG'  'Strategy' 'Indie',46,1445,Highly Popular,Many Reviews
Space Crew: Legendary Edition,2020-10-15,RM112.46,"'Action', 'Sci-fi', 'Adventure', 'Simulation', 'Strategy', 'Management', 'Space', 'Indie', 'Space Sim', 'Survival', 'Singleplayer', 'Rogue-lite', 'D 3', 'Comedy', 'Cartoony', 'Perma Death', 'Replay Value', 'Difficult', 'Rogue-like', 'Sandbox'", 'Adventure'  'Indie'  'Simulation'  'Strategy' 'Action',63,1445,Highly Popular,Many Reviews
The Whispered World Special Edition,2014-05-06,RM89.96,"'Adventure', 'Point & Click', 'Indie', 'Singleplayer', 'Puzzle', 'Story Rich', 'Fantasy', 'Atmospheric', 'Great Soundtrack', 'Escape Room', 'Hand-drawn', 'Comedy', 'Funny', 'D 2'", 'Indie' 'Adventure',8,1444,Highly Popular,Many Reviews
Einar,2017-07-20,Free,"'Free to Play', 'Action', 'Survival', 'Open World', 'Multiplayer', 'Singleplayer', 'Strategy', 'Adventure', 'Indie', 'Casual', 'Violent', 'Third Person', 'Medieval', 'Co-op', 'RPG', 'Hack and Slash', 'Sexual Content', 'Controller', 'Horror', 'Shooter'", 'Casual'  'Free to Play'  'Indie'  'Strategy' 'Action',2,1444,Highly Popular,Many Reviews
Creed: Rise to Glory,2018-09-25,RM134.95,"'VR', 'Boxing', 'Fighting', 'Sports', 'Action', 'Multiplayer', 'Simulation', 'Indie'", 'Indie'  'Simulation'  'Sports' 'Action',8,1443,Highly Popular,Many Reviews
Prospekt,2016-02-18,RM26.96,"'Action', 'FPS', 'Singleplayer', 'Mod', 'Sci-fi', 'Shooter', 'First-Person', 'Story Rich', 'Indie', 'Adventure', 'Multiplayer', 'Co-op', 'Atmospheric', 'Short'",'Action',2,1443,Highly Popular,Many Reviews
Plane Mechanic Simulator,2024-02-14,RM53.96,"'Simulation', 'Indie', 'Adventure', 'World War II', 'Building', 'Singleplayer', 'Casual', 'First-Person', 'Historical', 'Management', 'Action', 'War', 'Destruction', 'Family Friendly', 'Inventory Management', 'Strategy', 'Difficult', 'Atmospheric', 'Realistic', 'Walking Simulator'", 'Indie'  'Simulation' 'Adventure',2,1442,Highly Popular,Many Reviews
Monument Valley 2: Panoramic Edition,2022-07-12,RM17.96,"'Casual', 'Strategy', 'Action', 'Puzzle', 'Design & Illustration', 'Point & Click', 'Exploration', 'Puzzle-Platformer', 'Precision Platformer', 'D 3', 'Third Person', 'Atmospheric', 'Emotional', 'Fantasy', 'Mystery', 'Relaxing', 'Female Protagonist', 'Linear', 'Singleplayer', 'Adventure'", 'Casual'  'Indie'  'Strategy' 'Adventure',14,1441,Highly Popular,Many Reviews
Vectorio Classic,2021-03-22,Free,"'Base-Building', 'Tower Defense', 'Survival', 'Strategy', 'Multiplayer', 'PvE', 'Co-op', 'Resource Management', 'PvP', 'Top-Down', 'Real Time Tactics', 'Casual', 'D 2', 'Building', 'Sandbox', 'Singleplayer', 'Puzzle', 'Economy', 'Automation', 'Colorful'", 'Indie'  'Strategy' 'Casual',6,1441,Highly Popular,Many Reviews
Euro Fishing,2015-11-02,RM67.46,"'Fishing', 'Simulation', 'Sports', 'Multiplayer', 'Singleplayer', 'Hunting', 'Open World', 'Third Person', 'Action', 'First-Person', 'Atmospheric', 'Realistic', 'Replay Value', 'Exploration', 'Tactical', 'Relaxing', 'Asynchronous Multiplayer', 'TrackIR', 'Early Access', 'VR'", 'Sports' 'Simulation',6,1439,Highly Popular,Many Reviews
Jupiter Hell,2021-08-05,RM112.46,"'Rogue-like', 'Turn-Based', 'Traditional Roguelike', 'Strategy', 'RPG', 'Indie', 'Grid-Based Movement', 'Gore', 'Violent', 'Sci-fi', 'Horror', 'Procedural Generation', 'Singleplayer', 'Replay Value', 'Top-Down', 'Turn-Based Combat', 'Perma Death', 'Great Soundtrack', 'Shooter', 'Demons'", 'RPG'  'Strategy' 'Indie',20,1438,Highly Popular,Many Reviews
Minit,2018-04-03,RM8.96,"'Minimalist', 'Adventure', 'Indie', 'Pixel Graphics', 'Puzzle', 'Singleplayer', 'Great Soundtrack', 'D 2', 'Retro', 'Funny', 'RPG', 'Short', 'Action', 'Cute', 'Fast-Paced', 'Exploration', 'Top-Down', 'Action-Adventure', 'Metroidvania', 'Casual'", 'Indie' 'Adventure',32,1438,Highly Popular,Many Reviews
Never Return,2021-08-20,RM62.96,"'Loot', 'Rogue-lite', 'Action-Adventure', 'Indie', 'Underground', 'Local Co-Op', 'Character Customization', 'Third Person', 'Action', 'Combat', 'Adventure', 'Singleplayer', 'Co-op', 'Early Access', 'Multiplayer', 'Hack and Slash', 'Action RPG'", 'Adventure'  'Early Access'  'Indie' 'Action',0,1438,Low Popularity,Many Reviews
Zaccaria Pinball,2016-06-16,Free,"'Free to Play', 'Simulation', 'Casual', 'Action', 'Sports', 'Indie', 'Pinball', 'Early Access', 'Arcade', 'VR', 'Local Multiplayer', 'Multiplayer', 'Player Local 4', 'Retro', 'Singleplayer'", 'Casual'  'Early Access'  'Free to Play'  'Indie'  'Simulation'  'Sports' 'Action',14,1438,Highly Popular,Many Reviews
Puzzle Agent,2010-07-01,RM22.46,"'Puzzle', 'Adventure', 'Point & Click', 'Casual', 'Detective', 'Singleplayer', 'Mystery', 'Comedy', 'Surreal', 'Short', 'Action', 'Funny', 'Atmospheric', 'Horror', 'Hand-drawn', 'Touch-Friendly', 'D 2', 'Story Rich', 'Conspiracy', 'Interactive Fiction'", 'Adventure'  'Casual' 'Action',10,1438,Highly Popular,Many Reviews
ICBM,2020-11-17,RM89.96,"'RTS', 'Cold War', 'Military', 'Destruction', 'Real Time Tactics', 'Strategy', 'Outbreak Sim', 'War', 'PvP', 'Tactical', 'Submarine', 'Artificial Intelligence', 'Moddable', 'Time Manipulation', 'Base-Building', 'Naval Combat', 'Minimalist', 'Flight', 'Political', 'Naval'",'Strategy',19,1437,Highly Popular,Many Reviews
Among Ripples,2015-01-22,Free,"'Free to Play', 'Simulation', 'Casual', 'Indie', 'Relaxing', 'Singleplayer', 'Underwater', 'D 2', 'Atmospheric', 'Nature', 'Sandbox', 'Experimental', 'Family Friendly', 'Great Soundtrack', 'Short', 'Cute', 'Replay Value', 'Life Sim', 'Procedural Generation', 'Multiplayer'", 'Free to Play'  'Indie'  'Simulation' 'Casual',0,1435,Low Popularity,Many Reviews
Bad Guys at School,2020-06-15,RM22.46,"'Casual', 'Multiplayer', 'Indie', 'Simulation', 'Violent', 'Singleplayer', 'Action', 'PvP', 'Co-op', 'Online Co-Op', 'Funny', 'Psychological Horror', 'Hentai', 'Sandbox', 'Sexual Content'", 'Casual'  'Indie'  'Simulation' 'Action',2,1434,Highly Popular,Many Reviews
Idle Research,2022-07-31,Free,"'Idler', 'Clicker', 'Free to Play', 'Simulation', 'Strategy', 'Adventure', 'Resource Management', 'Automation', 'Early Access', 'Management', 'D 2', 'Minimalist', 'Crafting', 'Diplomacy', 'Cartoony', 'Text-Based', 'Indie', 'Relaxing', 'Tutorial', 'Colorful'", 'Casual'  'Early Access'  'Free to Play'  'Indie'  'Simulation'  'Strategy' 'Adventure',190,1434,Highly Popular,Many Reviews
Save Jesus,2016-08-04,RM8.96,"'Memes', 'Illuminati', 'Casual', 'Cold War', 'Anime', 'Puzzle', 'Fantasy', 'Indie', 'World War II', 'Gore', 'Horror', 'Physics', 'Singleplayer', 'Funny', 'Family Friendly', 'Hentai', 'Female Protagonist', 'Atmospheric', 'Story Rich', 'Comedy'", 'Indie' 'Casual',1,1434,Highly Popular,Many Reviews
Godfall Ultimate Edition,2022-04-07,RM179.96,"'Action', 'Action RPG', 'RPG', 'Hack and Slash', 'D 3', 'Third Person', 'Atmospheric', 'PvE', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Co-op Campaign', 'Loot', 'Cinematic', 'Combat', 'Fantasy', 'Adventure', 'Souls-like', 'Looter Shooter'", 'Adventure' 'Action',21,1433,Highly Popular,Many Reviews
Batman: Arkham VR,2017-04-25,RM89.96,"'VR', 'Adventure', 'Superhero', 'Short', 'Horror', 'Singleplayer'",'Adventure',5,1432,Highly Popular,Many Reviews
Die Young,2019-09-12,RM85.46,"'Open World', 'Adventure', 'Action', 'First-Person', 'Parkour', 'Survival', 'Gore', 'Simulation', 'Indie', 'Singleplayer', 'Horror', 'Survival Horror', 'Exploration', 'Crafting', 'Realistic', 'Atmospheric', 'Sexual Content', 'Story Rich', 'D Platformer 3', 'Action-Adventure'", 'Adventure'  'Indie'  'Simulation' 'Action',4,1432,Highly Popular,Many Reviews
No Time,2019-04-14,RM49.46,"'Time Travel', 'Time Manipulation', 'Sandbox', 'Flight', 'Crafting', 'Driving', 'Moddable', 'Physics', 'First-Person', 'Open World', 'Story Rich', 'Action', 'Simulation', 'Sci-fi', 'Singleplayer', 'Survival', 'Adventure', 'RPG', 'Indie', 'Early Access'", 'Adventure'  'Early Access'  'Indie'  'RPG'  'Simulation' 'Action',11,1431,Highly Popular,Many Reviews
Overload,2018-05-31,RM134.95,"'Action', 'DOF 6', 'FPS', 'Sci-fi', 'VR', 'First-Person', 'Great Soundtrack', 'Retro', 'Classic', 'Difficult', 'Shooter', 'Space', 'Singleplayer', 'Multiplayer', 'Robots'",'Action',13,1430,Highly Popular,Many Reviews
Eden Rising,2019-05-17,Free,"'Adventure', 'Open World', 'Multiplayer', 'Tower Defense', 'Action', 'Co-op', 'Strategy', 'Crafting', 'Indie', 'Survival', 'Open World Survival Craft', 'Free to Play', 'Exploration', 'Online Co-Op', 'RPG', 'Early Access', 'Third Person', 'Sci-fi', 'Aliens', 'Stylized'", 'Adventure'  'Indie'  'Strategy' 'Action',5,1430,Highly Popular,Many Reviews
Pine,2019-10-10,RM112.46,"'Singleplayer', 'Open World', 'Adventure', 'Action-Adventure', 'Third Person', 'RPG', 'Indie', 'Action', 'Story Rich', 'Fantasy', 'Great Soundtrack', 'Colorful', 'Simulation', 'Exploration', 'Action RPG', 'Atmospheric', 'Sandbox', 'Nature', 'Cute', 'Choose Your Own Adventure'", 'Adventure'  'Indie'  'RPG'  'Simulation' 'Action',1,1430,Highly Popular,Many Reviews
ЕСТЬ ДВА СТУЛА,2018-06-19,RM4.46,"'Simulation', 'Sexual Content', 'Violent', 'Psychological Horror', 'Memes', 'Story Rich', 'Horror', 'Survival', 'Dating Sim', 'Visual Novel', 'Family Friendly', 'Choices Matter', 'Anime', 'Indie', 'Singleplayer', 'Atmospheric', 'LGBTQ+', 'Funny', 'FPS'",'Simulation',0,1429,Low Popularity,Many Reviews
Maurice: In The Predator's Nest,2022-12-05,Free,, 'Adventure'  'Casual'  'Free to Play'  'Indie' 'Action',0,1429,Low Popularity,Many Reviews
Shark Attack Deathmatch 2,2019-07-26,RM22.46,"'Horror', 'Arena Shooter', 'FPS', 'Survival Horror', 'Em Up"": 221,', ': 216,', ': 212,', ': 212,', ': 209,', ': 198,', ': 193,', ': 188,', ': 184,', ': 182,', ': 173,', ': 154,', ': 146,', ': 141,', ': 132,'", 'Indie' 'Action',0,1429,Low Popularity,Many Reviews
Demolish & Build 2018,2018-03-08,RM44.96,"'Simulation', 'Indie', 'Destruction', 'Multiplayer', 'Building', 'Automobile Sim', 'Singleplayer', 'Physics', 'First-Person', 'Sandbox', 'Driving', 'Relaxing', 'Realistic', 'Economy', 'Casual', 'Open World', 'Resource Management', 'Action', 'Atmospheric', 'Family Friendly'", 'Simulation' 'Indie',5,1427,Highly Popular,Many Reviews
City of Broken Dreamers: Book One,2020-08-07,RM44.96,,'Indie',13,1426,Highly Popular,Many Reviews
Lemon Cake,2021-02-18,RM67.46,"'Simulation', 'Casual', 'Farming Sim', 'Cute', 'Time Management', 'Management', 'Life Sim', 'RPG', 'Cooking', 'Colorful', 'Indie', 'Family Friendly', 'Agriculture', 'D 3', 'Relaxing', 'Cozy', 'Character Customization', 'Singleplayer', 'Crafting', 'Building'", 'Indie'  'Simulation' 'Casual',14,1426,Highly Popular,Many Reviews
The Shore,2021-02-19,RM53.96,"'Lovecraftian', 'Horror', 'Exploration', 'FPS', 'First-Person', 'Psychological Horror', 'Action-Adventure', 'Fighting', 'Underwater', 'Story Rich', 'Narration', 'Puzzle', 'Relaxing', 'Action', 'Realistic', 'Atmospheric', 'Dark Fantasy', 'Mythology', 'Multiple Endings', 'Philosophical'", 'Adventure'  'Indie' 'Action',3,1426,Highly Popular,Many Reviews
Syberia II,2011-05-19,RM58.46,"'Adventure', 'Point & Click', 'Puzzle', 'Female Protagonist', 'Story Rich', 'Steampunk', 'Atmospheric', 'Singleplayer', 'Classic', 'Mystery', 'Escape Room', 'Great Soundtrack', 'Beautiful', 'Third Person'",'Adventure',18,1426,Highly Popular,Many Reviews
One Troll Army,2016-05-19,Free,"'Strategy', 'Free to Play', 'Tower Defense', 'Indie', 'Casual', 'Multiplayer', 'Fantasy', 'Action', 'Singleplayer'", 'Indie'  'Strategy' 'Casual',1,1425,Highly Popular,Many Reviews
Sairento VR,2018-02-06,RM134.95,"'Action', 'RPG', 'Indie', 'Strategy', 'VR', 'Female Protagonist', 'Cyberpunk', 'Gore', 'Ninja', 'Violent', 'Bullet Time', 'First-Person', 'Arcade', 'FPS', 'Robots', 'Futuristic', 'Horror', 'Action-Adventure', 'Zombies', 'Superhero'", 'Indie'  'RPG'  'Strategy' 'Action',0,1425,Low Popularity,Many Reviews
Winkeltje: The Little Shop,2022-04-22,RM67.46,"'Shop Keeper', 'Management', 'Wholesome', 'Capitalism', 'Economy', 'Trading', 'Farming Sim', 'Crafting', 'Life Sim', 'Simulation', 'Sandbox', 'Building', 'Medieval', 'Character Customization', 'Strategy', 'Third Person', 'Cute', 'Cooking', 'Time Management', 'Historical'", 'Indie'  'Simulation' 'Casual',31,1425,Highly Popular,Many Reviews
Industries of Titan,2023-01-31,RM134.95,"'City Builder', 'Resource Management', 'Simulation', 'Strategy', 'X 4', 'Colony Sim', 'Post-apocalyptic', 'Cyberpunk', 'Real-Time with Pause', 'Base-Building', 'Building', 'Sci-fi', 'Dark', 'Space Sim', 'Voxel', 'Tactical', 'Space', 'Exploration', 'Singleplayer', 'Futuristic'", 'Indie'  'Simulation'  'Strategy' 'Action',25,1424,Highly Popular,Many Reviews
Spellsworn,2018-03-13,Free,"'Magic', 'Free to Play', 'Action', 'Multiplayer', 'Indie', 'Early Access', 'Dark Fantasy', 'Strategy', 'Online Co-Op', 'Fantasy', 'MOBA', 'RPG', 'PvP', 'Co-op', 'Action RPG', 'Battle Royale', 'e-sports', 'RTS', 'Action RTS', 'D 3'", 'Free to Play'  'Indie'  'RPG'  'Sports'  'Strategy' 'Action',3,1424,Highly Popular,Many Reviews
Soviet Jump Game,2020-07-16,Free,"'Free to Play', 'Indie', 'Action', 'Casual', 'Massively Multiplayer', 'Battle Royale', 'Platformer', 'Retro', 'Pixel Graphics', 'Early Access', 'Multiplayer'", 'Casual'  'Free to Play'  'Indie'  'Massively Multiplayer' 'Action',0,1423,Low Popularity,Many Reviews
FPV SkyDive : FPV Drone Simulator,2021-05-31,Free,"'Simulation', 'Free to Play', 'Flight', 'Sports', 'Multiplayer', 'Racing', 'Controller', 'First-Person', 'Adventure', 'Realistic', 'Casual', 'VR', 'Physics', 'Online Co-Op', 'Exploration', 'Open World', 'Parkour', 'Education', 'D 3', 'Singleplayer'", 'Casual'  'Free to Play'  'Racing'  'Simulation'  'Sports' 'Adventure',119,1423,Highly Popular,Many Reviews
Aberoth,2015-07-17,Free,"'Free to Play', 'Pixel Graphics', 'Massively Multiplayer', 'RPG', 'Adventure', 'Open World', 'Indie', 'Action', 'MMORPG', 'Multiplayer', 'Retro', 'PvP', 'D 2', 'Fantasy', 'Sandbox', 'Casual', 'Medieval', 'Co-op'", 'Adventure'  'Free to Play'  'Indie'  'Massively Multiplayer'  'RPG' 'Action',8,1422,Highly Popular,Many Reviews
Zardy's Maze,2021-01-22,Free,"'Horror', 'Action', 'Survival', 'Strategy', 'Free to Play', 'Multiplayer', 'Mystery', 'Stealth', 'Difficult', 'D 3', 'First-Person', 'Survival Horror', 'Indie', 'Dark', 'Singleplayer', 'Cartoony', 'Psychological Horror', 'Stylized', 'Supernatural', 'Multiple Endings'", 'Free to Play'  'Indie'  'Strategy' 'Action',2,1422,Highly Popular,Many Reviews
Bleeding Edge,2020-03-24,RM134.95,"'Action', 'Multiplayer', 'Third Person', 'Team-Based', 'PvP', 'Fighting', 'Competitive', 'MOBA', 'Cyberpunk', 'Hero Shooter', 'Hack and Slash', 'Online Co-Op'",'Action',0,1421,Low Popularity,Many Reviews
New Cycle,2024-01-18,RM134.95,"'City Builder', 'Strategy', 'Survival', 'Building', 'Colony Sim', 'Realistic', 'Simulation', 'Post-apocalyptic', 'Top-Down', 'Base-Building', 'Resource Management', 'Singleplayer', 'Sci-fi', 'Early Access', 'D 3', 'Real-Time with Pause', 'Exploration', 'Management', 'Replay Value', 'Difficult'", 'Early Access'  'Simulation'  'Strategy' 'Indie',19,1421,Highly Popular,Many Reviews
Cluckmech Oasis,2024-05-09,RM44.96,"'Tower Defense', 'Strategy', 'Rogue-like', 'Top-Down Shooter', 'Pixel Graphics', 'Rogue-lite', 'Cute', 'Action', 'Building', 'Shooter', 'Funny', 'D Platformer 2', 'Top-Down', 'Colorful', 'Perma Death', 'Survival', 'Combat', 'Sci-fi', 'Procedural Generation', 'Singleplayer'", 'Casual'  'Indie'  'Strategy' 'Action',4572,1420,Highly Popular,Many Reviews
